#,Level ( mm ), Moisture Sensor 2( % ), Moisture Sensor 3( % ),Date
633,5,-11,70,2021-08-27 04:39:51
634,5,-11,70,2021-08-27 04:40:51
635,5,-11,71,2021-08-27 04:41:51
636,7,-11,70,2021-08-27 04:42:51
637,6,-11,70,2021-08-27 04:43:52
638,6,-11,70,2021-08-27 04:44:52
639,5,-11,70,2021-08-27 04:45:52
640,7,-11,70,2021-08-27 04:46:52
641,7,-11,69,2021-08-27 04:47:52
642,5,-11,69,2021-08-27 04:48:52
643,5,-11,70,2021-08-27 04:49:52
644,6,-11,69,2021-08-27 04:50:53
645,7,-11,68,2021-08-27 04:51:53
646,5,-11,68,2021-08-27 04:52:53
647,6,-11,68,2021-08-27 04:53:53
648,6,-11,68,2021-08-27 04:54:53
649,7,-11,123,2021-08-27 04:55:53
650,6,-11,123,2021-08-27 04:56:53
651,6,-11,123,2021-08-27 04:57:54
652,6,-11,123,2021-08-27 04:58:54
653,6,-11,123,2021-08-27 04:59:54
654,7,-11,123,2021-08-27 05:00:54
655,7,-11,123,2021-08-27 05:01:54
656,5,-11,123,2021-08-27 05:02:54
657,6,-11,123,2021-08-27 05:03:54
658,7,-11,123,2021-08-27 05:04:54
659,8,-11,123,2021-08-27 05:05:55
660,6,-11,123,2021-08-27 05:06:55
661,6,-11,123,2021-08-27 05:07:55
662,8,-11,123,2021-08-27 05:08:55
663,6,-11,123,2021-08-27 05:09:55
664,7,-11,123,2021-08-27 05:10:55
665,7,-11,123,2021-08-27 05:11:55
666,6,-11,123,2021-08-27 05:12:56
667,6,-11,123,2021-08-27 05:13:56
668,6,-11,123,2021-08-27 05:14:56
669,6,-11,123,2021-08-27 05:15:56
670,6,-11,123,2021-08-27 05:16:56
671,6,-11,123,2021-08-27 05:17:56
672,6,-11,123,2021-08-27 05:18:56
673,7,-11,123,2021-08-27 05:19:57
674,6,-11,123,2021-08-27 05:20:57
675,7,-11,123,2021-08-27 05:21:57
676,6,-11,123,2021-08-27 05:22:57
677,7,-11,123,2021-08-27 05:23:57
678,6,-11,123,2021-08-27 05:24:57
679,6,-11,123,2021-08-27 05:25:58
680,6,-11,123,2021-08-27 05:26:58
681,7,-11,123,2021-08-27 05:27:58
682,7,-11,123,2021-08-27 05:28:58
683,7,-11,123,2021-08-27 05:29:58
684,6,-11,123,2021-08-27 05:30:58
685,7,-11,123,2021-08-27 05:31:58
686,7,-11,123,2021-08-27 05:32:58
687,7,-11,123,2021-08-27 05:33:59
688,7,-11,123,2021-08-27 05:34:59
689,6,-11,123,2021-08-27 05:35:59
690,6,-11,123,2021-08-27 05:36:59
691,7,-11,123,2021-08-27 05:37:59
692,6,-11,123,2021-08-27 05:38:59
693,7,-11,123,2021-08-27 05:39:59
694,8,-11,123,2021-08-27 05:41:00
695,6,-11,123,2021-08-27 05:42:00
696,7,-11,123,2021-08-27 05:43:00
697,7,-11,123,2021-08-27 05:44:00
698,7,-11,123,2021-08-27 05:45:00
699,7,-11,123,2021-08-27 05:46:00
700,6,-11,123,2021-08-27 05:47:00
701,6,-11,123,2021-08-27 05:48:00
702,6,-11,123,2021-08-27 05:49:01
703,6,-11,123,2021-08-27 05:50:01
704,6,-11,123,2021-08-27 05:51:01
705,6,-11,123,2021-08-27 05:52:01
706,6,-11,123,2021-08-27 05:53:01
707,7,-11,123,2021-08-27 05:54:01
708,6,-11,123,2021-08-27 05:55:01
709,7,-11,123,2021-08-27 05:56:02
710,6,-11,123,2021-08-27 05:57:02
711,7,-11,123,2021-08-27 05:58:02
712,6,-11,123,2021-08-27 05:59:02
713,7,-11,123,2021-08-27 06:00:02
714,6,-11,123,2021-08-27 06:01:02
715,6,-11,123,2021-08-27 06:02:02
716,6,-11,123,2021-08-27 06:03:03
717,7,-11,123,2021-08-27 06:04:03
718,7,-11,123,2021-08-27 06:05:03
719,6,-11,123,2021-08-27 06:06:03
720,7,-11,123,2021-08-27 06:07:03
721,7,-11,123,2021-08-27 06:08:03
722,6,-11,123,2021-08-27 06:09:03
723,6,-11,123,2021-08-27 06:10:04
724,7,-11,123,2021-08-27 06:11:04
725,6,-11,123,2021-08-27 06:12:04
726,6,-11,123,2021-08-27 06:13:04
727,7,-11,123,2021-08-27 06:14:04
728,6,-11,123,2021-08-27 06:15:04
729,6,-11,123,2021-08-27 06:16:04
730,6,-11,123,2021-08-27 06:17:05
731,6,-11,123,2021-08-27 06:18:05
732,6,-11,123,2021-08-27 06:19:05
733,7,-11,123,2021-08-27 06:20:05
734,6,-11,123,2021-08-27 06:21:05
735,7,-11,123,2021-08-27 06:22:05
736,6,-11,123,2021-08-27 06:23:05
737,7,-11,123,2021-08-27 06:24:05
738,7,-11,123,2021-08-27 06:25:06
739,6,-11,123,2021-08-27 06:26:06
740,5,-11,123,2021-08-27 06:27:06
741,7,-11,123,2021-08-27 06:28:06
742,7,-11,123,2021-08-27 06:29:06
743,6,-11,123,2021-08-27 06:30:06
744,6,-11,123,2021-08-27 06:31:06
745,6,-11,123,2021-08-27 06:32:07
746,6,-11,123,2021-08-27 06:33:07
747,6,-11,123,2021-08-27 06:34:07
748,6,-11,123,2021-08-27 06:35:07
749,6,-11,123,2021-08-27 06:36:07
750,6,-11,123,2021-08-27 06:37:07
751,7,-11,123,2021-08-27 06:38:07
752,7,-11,123,2021-08-27 06:39:08
753,5,-11,123,2021-08-27 06:40:08
754,6,-11,123,2021-08-27 06:41:08
755,5,-11,123,2021-08-27 06:42:08
756,6,-11,123,2021-08-27 06:43:08
757,6,-11,123,2021-08-27 06:44:08
758,6,-11,123,2021-08-27 06:45:08
759,6,-11,123,2021-08-27 06:46:09
760,6,-11,123,2021-08-27 06:47:09
761,6,-11,123,2021-08-27 06:48:09
762,7,-11,123,2021-08-27 06:49:09
763,6,-11,123,2021-08-27 06:50:09
764,6,-11,123,2021-08-27 06:51:09
765,7,-11,123,2021-08-27 06:52:09
766,6,-11,123,2021-08-27 06:53:09
767,6,-11,123,2021-08-27 06:54:10
768,5,-11,123,2021-08-27 06:55:10
769,7,-11,123,2021-08-27 06:56:10
770,7,-11,123,2021-08-27 06:57:10
771,7,-11,123,2021-08-27 06:58:10
772,6,-11,123,2021-08-27 06:59:10
773,7,-11,123,2021-08-27 07:00:13
774,6,-11,123,2021-08-27 07:01:11
775,7,-11,123,2021-08-27 07:02:11
776,6,-11,123,2021-08-27 07:03:11
777,7,-11,123,2021-08-27 07:04:11
778,7,-11,123,2021-08-27 07:05:11
779,6,-11,123,2021-08-27 07:06:11
780,7,-11,123,2021-08-27 07:07:11
781,6,-11,123,2021-08-27 07:08:12
782,6,-11,123,2021-08-27 07:09:12
783,5,-11,123,2021-08-27 07:10:12
784,6,-11,123,2021-08-27 07:11:12
785,7,-11,123,2021-08-27 07:12:12
786,5,-11,123,2021-08-27 07:13:12
787,7,-11,123,2021-08-27 07:14:12
788,7,-11,123,2021-08-27 07:15:13
789,7,-11,123,2021-08-27 07:16:13
790,5,-11,123,2021-08-27 07:17:13
791,6,-11,123,2021-08-27 07:18:13
792,7,-11,123,2021-08-27 07:19:13
793,7,-11,123,2021-08-27 07:20:13
794,5,-11,123,2021-08-27 07:21:13
795,6,-11,123,2021-08-27 07:22:14
796,5,-11,123,2021-08-27 07:23:14
797,7,-11,123,2021-08-27 07:24:14
798,7,-11,123,2021-08-27 07:25:14
799,6,-11,123,2021-08-27 07:26:14
800,6,-11,123,2021-08-27 07:27:14
801,7,-11,123,2021-08-27 07:28:14
802,6,-11,123,2021-08-27 07:29:14
803,6,-11,123,2021-08-27 07:30:14
804,7,-11,123,2021-08-27 07:31:15
805,6,-11,123,2021-08-27 07:32:15
806,7,-11,123,2021-08-27 07:33:15
807,6,-11,123,2021-08-27 07:34:15
808,7,-11,123,2021-08-27 07:35:15
809,7,-11,123,2021-08-27 07:36:15
810,7,-11,123,2021-08-27 07:37:15
811,6,-11,123,2021-08-27 07:38:16
812,6,-11,123,2021-08-27 07:39:16
813,7,-11,123,2021-08-27 07:40:16
814,6,-11,123,2021-08-27 07:41:16
815,6,-11,123,2021-08-27 07:42:16
816,7,-11,123,2021-08-27 07:43:16
817,7,-11,123,2021-08-27 07:44:16
818,7,-11,123,2021-08-27 07:45:17
819,6,-11,123,2021-08-27 07:46:17
820,7,-11,123,2021-08-27 07:47:17
821,7,-11,123,2021-08-27 07:48:17
822,7,-11,123,2021-08-27 07:49:17
823,6,-11,123,2021-08-27 07:50:17
824,6,-11,123,2021-08-27 07:51:18
825,7,-11,123,2021-08-27 07:52:17
826,6,-11,123,2021-08-27 07:53:18
827,6,-11,123,2021-08-27 07:54:18
828,7,-11,123,2021-08-27 07:55:18
829,7,-11,123,2021-08-27 07:56:18
830,6,-11,123,2021-08-27 07:59:18
831,6,-11,123,2021-08-27 08:00:19
832,6,-11,123,2021-08-27 08:01:19
833,7,-11,123,2021-08-27 08:02:19
834,7,-11,123,2021-08-27 08:03:19
835,8,-11,123,2021-08-27 08:04:19
836,6,-11,123,2021-08-27 08:05:19
837,6,-11,123,2021-08-27 08:06:20
838,6,-11,123,2021-08-27 08:07:20
839,5,-11,123,2021-08-27 08:08:20
840,7,-11,123,2021-08-27 08:09:20
841,6,-11,123,2021-08-27 08:10:20
842,6,-11,123,2021-08-27 08:11:20
843,6,-11,123,2021-08-27 08:12:20
844,7,-11,123,2021-08-27 08:13:20
845,7,-11,123,2021-08-27 08:14:20
846,6,-11,123,2021-08-27 08:15:21
847,6,-11,123,2021-08-27 08:16:21
848,6,-11,123,2021-08-27 08:17:21
849,6,-11,123,2021-08-27 08:18:21
850,5,-11,123,2021-08-27 08:19:21
851,7,-11,123,2021-08-27 08:20:21
852,7,-11,123,2021-08-27 08:21:22
853,8,-11,123,2021-08-27 08:22:22
854,7,-11,123,2021-08-27 08:23:22
855,6,-11,123,2021-08-27 08:24:22
856,6,-11,123,2021-08-27 08:25:22
857,7,-11,123,2021-08-27 08:26:22
858,7,-11,123,2021-08-27 08:27:23
859,8,-11,123,2021-08-27 08:28:23
860,6,-11,123,2021-08-27 08:29:23
861,6,-11,123,2021-08-27 08:30:23
862,7,-11,123,2021-08-27 08:31:23
863,7,-11,123,2021-08-27 08:32:23
864,7,-11,123,2021-08-27 08:33:23
865,7,-11,123,2021-08-27 08:34:23
866,8,-11,123,2021-08-27 08:35:24
867,7,-11,123,2021-08-27 08:36:24
868,6,-11,123,2021-08-27 08:37:24
869,7,-11,123,2021-08-27 08:38:24
870,5,-11,123,2021-08-27 08:39:24
871,7,-11,123,2021-08-27 08:40:24
872,6,-11,123,2021-08-27 08:41:24
873,6,-11,123,2021-08-27 08:42:25
874,7,-11,123,2021-08-27 08:43:25
875,7,-11,123,2021-08-27 08:44:25
876,6,-11,123,2021-08-27 08:45:25
877,7,-11,123,2021-08-27 08:46:25
878,7,-11,123,2021-08-27 08:47:25
879,6,-11,123,2021-08-27 08:48:25
880,7,-11,123,2021-08-27 08:49:25
881,6,-11,123,2021-08-27 08:50:26
882,7,-11,123,2021-08-27 08:51:26
883,7,-11,123,2021-08-27 08:52:26
884,7,-11,123,2021-08-27 08:53:26
885,7,-11,123,2021-08-27 08:54:26
886,7,-11,123,2021-08-27 08:55:26
887,7,-11,123,2021-08-27 08:56:26
888,6,-11,123,2021-08-27 08:57:27
889,6,-11,123,2021-08-27 08:58:27
890,6,-11,123,2021-08-27 08:59:27
891,6,-11,123,2021-08-27 09:00:29
892,6,-11,123,2021-08-27 09:01:27
893,7,-11,123,2021-08-27 09:02:27
894,6,-11,123,2021-08-27 09:03:27
895,6,-11,123,2021-08-27 09:04:27
896,7,-11,123,2021-08-27 09:05:28
897,7,-11,123,2021-08-27 09:06:28
898,6,-11,123,2021-08-27 09:07:28
899,7,-11,123,2021-08-27 09:08:28
900,7,-11,123,2021-08-27 09:09:28
901,7,-11,123,2021-08-27 09:10:28
902,6,-11,123,2021-08-27 09:11:28
903,7,-11,123,2021-08-27 09:12:29
904,7,-11,123,2021-08-27 09:13:29
905,7,-11,123,2021-08-27 09:14:29
906,6,-11,123,2021-08-27 09:15:29
907,6,-11,123,2021-08-27 09:16:29
908,6,-11,123,2021-08-27 09:17:29
909,6,-11,123,2021-08-27 09:18:29
910,6,-11,123,2021-08-27 09:19:29
911,7,-11,123,2021-08-27 09:20:30
912,8,-11,123,2021-08-27 09:21:30
913,6,-11,123,2021-08-27 09:22:30
914,6,-11,123,2021-08-27 09:23:30
915,6,-11,123,2021-08-27 09:24:30
916,7,-11,123,2021-08-27 09:25:30
917,6,-11,123,2021-08-27 09:26:30
918,7,-11,123,2021-08-27 09:27:31
919,6,-11,123,2021-08-27 09:28:31
920,7,-11,123,2021-08-27 09:29:31
921,7,-11,123,2021-08-27 09:30:31
922,7,-11,123,2021-08-27 09:31:31
923,6,-11,123,2021-08-27 09:32:31
924,7,-11,123,2021-08-27 09:33:31
925,7,-11,123,2021-08-27 09:34:32
926,8,-11,123,2021-08-27 09:35:32
927,7,-11,123,2021-08-27 09:36:32
928,7,-11,123,2021-08-27 09:37:32
929,6,-11,123,2021-08-27 09:38:32
930,5,-11,123,2021-08-27 09:39:32
931,6,-11,123,2021-08-27 09:40:32
932,7,-11,123,2021-08-27 09:41:32
933,6,-11,123,2021-08-27 09:42:33
934,6,-11,123,2021-08-27 09:43:33
935,7,-11,123,2021-08-27 09:44:33
936,6,-11,123,2021-08-27 09:45:33
937,6,-11,123,2021-08-27 09:48:33
938,7,-11,123,2021-08-27 09:49:34
939,6,-11,123,2021-08-27 09:50:34
940,7,-11,123,2021-08-27 09:51:34
941,5,-11,123,2021-08-27 09:52:34
942,6,-11,123,2021-08-27 09:53:34
943,7,-11,123,2021-08-27 09:54:34
944,6,-11,123,2021-08-27 09:55:34
945,8,-11,123,2021-08-27 09:56:35
946,6,-11,123,2021-08-27 09:57:35
947,7,-11,123,2021-08-27 09:58:35
948,7,-11,123,2021-08-27 09:59:35
949,6,-11,123,2021-08-27 10:00:35
950,7,-11,123,2021-08-27 10:01:35
951,6,-11,123,2021-08-27 10:02:35
952,6,-11,123,2021-08-27 10:03:36
953,5,-11,123,2021-08-27 10:04:36
954,6,-11,123,2021-08-27 10:05:36
955,6,-11,123,2021-08-27 10:06:36
956,6,-11,123,2021-08-27 10:07:36
957,7,-11,123,2021-08-27 10:08:36
958,6,-11,123,2021-08-27 10:09:36
959,6,-11,123,2021-08-27 10:10:37
960,7,-11,123,2021-08-27 10:11:37
961,6,-11,123,2021-08-27 10:12:37
962,7,-11,123,2021-08-27 10:13:37
963,6,-11,123,2021-08-27 10:14:37
964,7,-11,123,2021-08-27 10:15:37
965,6,-11,123,2021-08-27 10:16:37
966,8,-11,123,2021-08-27 10:17:37
967,6,-11,123,2021-08-27 10:18:38
968,6,-11,123,2021-08-27 10:19:38
969,8,-11,123,2021-08-27 10:20:38
970,7,-11,123,2021-08-27 10:21:38
971,7,-11,123,2021-08-27 10:22:38
972,7,-11,123,2021-08-27 10:23:38
973,7,-11,123,2021-08-27 10:24:38
974,7,-11,123,2021-08-27 10:25:38
975,7,-11,123,2021-08-27 10:26:39
976,7,-11,123,2021-08-27 10:27:39
977,6,-11,123,2021-08-27 10:28:39
978,5,-11,123,2021-08-27 10:29:39
979,6,-11,123,2021-08-27 10:30:39
980,6,-11,123,2021-08-27 10:31:39
981,6,-11,123,2021-08-27 10:32:39
982,7,-11,123,2021-08-27 10:33:40
983,6,-11,123,2021-08-27 10:34:40
984,7,-11,123,2021-08-27 10:35:40
985,7,-11,123,2021-08-27 10:36:40
986,6,-11,123,2021-08-27 10:37:40
987,7,-11,123,2021-08-27 10:38:40
988,7,-11,123,2021-08-27 10:39:40
989,7,-11,123,2021-08-27 10:40:41
990,7,-11,123,2021-08-27 10:41:41
991,7,-11,123,2021-08-27 10:42:41
992,7,-11,123,2021-08-27 10:43:41
993,7,-11,123,2021-08-27 10:44:41
994,6,-11,123,2021-08-27 10:45:41
995,7,-11,123,2021-08-27 10:46:42
996,7,-11,123,2021-08-27 10:47:41
997,7,-11,123,2021-08-27 10:48:42
998,7,-11,123,2021-08-27 10:49:42
999,6,-11,123,2021-08-27 10:50:42
1000,7,-11,123,2021-08-27 10:51:42
1001,7,-11,123,2021-08-27 10:52:42
1002,6,-11,123,2021-08-27 10:53:42
1003,8,-11,123,2021-08-27 10:54:43
1004,7,-11,123,2021-08-27 10:55:43
1005,6,-11,123,2021-08-27 10:56:43
1006,7,-11,123,2021-08-27 10:57:43
1007,7,-11,123,2021-08-27 10:58:43
1008,6,-11,123,2021-08-27 10:59:43
1009,7,-11,123,2021-08-27 11:00:43
1010,7,-11,123,2021-08-27 11:01:43
1011,7,-11,123,2021-08-27 11:02:50
1012,6,-11,123,2021-08-27 11:03:44
1013,6,-11,123,2021-08-27 11:04:44
1014,7,-11,123,2021-08-27 11:05:44
1015,7,-11,123,2021-08-27 11:06:44
1016,7,-11,123,2021-08-27 11:07:44
1017,6,-11,123,2021-08-27 11:08:44
1018,6,-11,123,2021-08-27 11:09:44
1019,6,-11,123,2021-08-27 11:10:45
1020,6,-11,123,2021-08-27 11:11:45
1021,6,-11,123,2021-08-27 11:12:45
1022,6,-11,123,2021-08-27 11:13:45
1023,7,-11,123,2021-08-27 11:14:45
1024,6,-11,123,2021-08-27 11:15:45
1025,7,-11,123,2021-08-27 11:16:46
1026,7,-11,123,2021-08-27 11:17:46
1027,6,-11,123,2021-08-27 11:18:46
1028,6,-11,123,2021-08-27 11:19:46
1029,7,-11,123,2021-08-27 11:20:46
1030,7,-11,123,2021-08-27 11:21:46
1031,6,-11,123,2021-08-27 11:22:46
1032,6,-11,123,2021-08-27 11:23:46
1033,6,-11,123,2021-08-27 11:24:47
1034,6,-11,123,2021-08-27 11:25:47
1035,7,-11,123,2021-08-27 11:26:47
1036,6,-11,123,2021-08-27 11:27:47
1037,6,-11,123,2021-08-27 11:28:47
1038,5,-11,123,2021-08-27 11:29:47
1039,7,-11,123,2021-08-27 11:30:47
1040,7,-11,123,2021-08-27 11:31:48
1041,6,-11,123,2021-08-27 11:32:48
1042,6,-11,123,2021-08-27 11:33:48
1043,7,-11,123,2021-08-27 11:34:48
1044,7,-11,123,2021-08-27 11:35:48
1045,6,-11,123,2021-08-27 11:36:48
1046,7,-11,123,2021-08-27 11:37:49
1047,5,-11,123,2021-08-27 11:38:49
1048,6,-11,123,2021-08-27 11:39:49
1049,6,-11,123,2021-08-27 11:40:49
1050,7,-11,123,2021-08-27 11:41:49
1051,5,-11,123,2021-08-27 11:42:49
1052,6,-11,123,2021-08-27 11:43:49
1053,6,-11,123,2021-08-27 11:44:49
1054,6,-11,123,2021-08-27 11:45:49
1055,5,-11,123,2021-08-27 11:46:50
1056,5,-11,123,2021-08-27 11:47:50
1057,6,-11,123,2021-08-27 11:48:50
1058,5,-11,123,2021-08-27 11:49:50
1059,4,-11,123,2021-08-27 11:50:50
1060,5,-11,123,2021-08-27 11:51:50
1061,4,-11,123,2021-08-27 11:52:50
1062,5,-11,123,2021-08-27 11:53:51
1063,3,-11,123,2021-08-27 11:54:51
1064,3,-11,123,2021-08-27 11:55:51
1065,4,-11,123,2021-08-27 11:56:51
1066,4,-11,123,2021-08-27 11:57:51
1067,4,-11,123,2021-08-27 11:58:51
1068,5,-11,123,2021-08-27 11:59:51
1069,6,-11,123,2021-08-27 12:00:53
1070,8,-11,123,2021-08-27 12:01:52
1071,8,-11,123,2021-08-27 12:02:52
1072,9,-11,123,2021-08-27 12:03:52
1073,9,-11,123,2021-08-27 12:04:52
1074,10,-11,123,2021-08-27 12:05:52
1075,13,-11,123,2021-08-27 12:06:52
1076,12,-11,123,2021-08-27 12:07:52
1077,10,-11,123,2021-08-27 12:08:53
1078,12,-11,123,2021-08-27 12:09:53
1079,10,-11,123,2021-08-27 12:10:53
1080,9,-11,123,2021-08-27 12:11:53
1081,9,-11,123,2021-08-27 12:12:53
1082,10,-11,123,2021-08-27 12:13:53
1083,9,-11,123,2021-08-27 12:14:54
1084,9,-11,123,2021-08-27 12:15:54
1085,10,-11,123,2021-08-27 12:16:54
1086,8,-11,123,2021-08-27 12:17:54
1087,9,-11,123,2021-08-27 12:18:54
1088,9,-11,123,2021-08-27 12:19:54
1089,8,-11,123,2021-08-27 12:20:54
1090,8,-11,123,2021-08-27 12:21:54
1091,9,-11,123,2021-08-27 12:22:55
1092,8,-11,123,2021-08-27 12:23:55
1093,8,-11,123,2021-08-27 12:24:55
1094,8,-11,123,2021-08-27 12:25:55
1095,9,-11,123,2021-08-27 12:26:55
1096,9,-11,123,2021-08-27 12:27:55
1097,8,-11,123,2021-08-27 12:28:55
1098,8,-11,123,2021-08-27 12:31:56
1099,8,-11,123,2021-08-27 12:32:56
1100,8,-11,123,2021-08-27 12:33:56
1101,8,-11,123,2021-08-27 12:34:56
1102,8,-11,123,2021-08-27 12:35:56
1103,9,-11,123,2021-08-27 12:36:56
1104,8,-11,123,2021-08-27 12:37:57
1105,9,-11,123,2021-08-27 12:38:57
1106,7,-11,123,2021-08-27 12:39:57
1107,8,-11,123,2021-08-27 12:40:57
1108,8,-11,123,2021-08-27 12:41:57
1109,7,-11,123,2021-08-27 12:42:57
1110,8,-11,123,2021-08-27 12:43:57
1111,8,-11,123,2021-08-27 12:44:57
1112,8,-11,123,2021-08-27 12:45:58
1113,8,-11,123,2021-08-27 12:46:58
1114,8,-11,123,2021-08-27 12:47:58
1115,10,-11,123,2021-08-27 12:48:58
1116,8,-11,123,2021-08-27 12:49:58
1117,7,-11,123,2021-08-27 12:50:58
1118,7,-11,123,2021-08-27 12:51:58
1119,7,-11,123,2021-08-27 12:52:59
1120,8,-11,123,2021-08-27 12:53:59
1121,8,-11,123,2021-08-27 12:54:59
1122,8,-11,123,2021-08-27 12:55:59
1123,9,-11,123,2021-08-27 12:56:59
1124,7,-11,123,2021-08-27 12:57:59
1125,7,-11,123,2021-08-27 12:58:59
1126,7,-11,123,2021-08-27 12:59:59
1127,7,-11,123,2021-08-27 13:01:00
1128,8,-11,123,2021-08-27 13:02:00
1129,7,-11,123,2021-08-27 13:03:00
1130,8,-11,123,2021-08-27 13:04:00
1131,7,-11,123,2021-08-27 13:05:00
1132,7,-11,123,2021-08-27 13:06:00
1133,7,-11,123,2021-08-27 13:07:00
1134,8,-11,123,2021-08-27 13:08:01
1135,7,-11,123,2021-08-27 13:09:01
1136,7,-11,123,2021-08-27 13:10:01
1137,7,-11,123,2021-08-27 13:11:01
1138,8,-11,123,2021-08-27 13:12:01
1139,7,-11,123,2021-08-27 13:13:01
1140,8,-11,123,2021-08-27 13:14:01
1141,8,-11,123,2021-08-27 13:15:01
1142,8,-11,123,2021-08-27 13:16:02
1143,8,-11,123,2021-08-27 13:17:02
1144,8,-11,123,2021-08-27 13:18:02
1145,7,-11,123,2021-08-27 13:19:02
1146,8,-11,123,2021-08-27 13:20:02
1147,8,-11,123,2021-08-27 13:21:02
1148,8,-11,123,2021-08-27 13:22:02
1149,8,-11,123,2021-08-27 13:23:03
1150,7,-11,123,2021-08-27 13:24:03
1151,7,-11,123,2021-08-27 13:25:03
1152,7,-11,123,2021-08-27 13:26:03
1153,8,-11,123,2021-08-27 13:27:03
1154,8,-11,123,2021-08-27 13:28:04
1155,8,-11,123,2021-08-27 13:29:03
1156,8,-11,123,2021-08-27 13:30:04
1157,8,-11,123,2021-08-27 13:31:04
1158,8,-11,123,2021-08-27 13:32:04
1159,7,-11,123,2021-08-27 13:33:04
1160,7,-11,123,2021-08-27 13:34:04
1161,7,-11,123,2021-08-27 13:35:04
1162,7,-11,123,2021-08-27 13:36:04
1163,8,-11,123,2021-08-27 13:37:04
1164,7,-11,123,2021-08-27 13:38:05
1165,7,-11,123,2021-08-27 13:39:05
1166,7,-11,123,2021-08-27 13:40:05
1167,8,-11,123,2021-08-27 13:41:05
1168,7,-11,123,2021-08-27 13:42:05
1169,7,-11,123,2021-08-27 13:43:05
1170,7,-11,123,2021-08-27 13:44:05
1171,7,-11,123,2021-08-27 13:45:06
1172,7,-11,123,2021-08-27 13:46:06
1173,6,-11,123,2021-08-27 13:47:06
1174,8,-11,123,2021-08-27 13:48:06
1175,8,-11,123,2021-08-27 13:49:06
1176,7,-11,123,2021-08-27 13:50:06
1177,8,-11,123,2021-08-27 13:51:06
1178,8,-11,123,2021-08-27 13:52:07
1179,7,-11,123,2021-08-27 13:53:07
1180,8,-11,123,2021-08-27 13:54:07
1181,7,-11,123,2021-08-27 13:55:07
1182,7,-11,123,2021-08-27 13:56:07
1183,7,-11,123,2021-08-27 13:57:07
1184,8,-11,123,2021-08-27 13:58:08
1185,8,-11,123,2021-08-27 13:59:07
1186,8,-11,123,2021-08-27 14:00:08
1187,8,-11,123,2021-08-27 14:01:08
1188,7,-11,123,2021-08-27 14:02:08
1189,7,-11,123,2021-08-27 14:03:08
1190,7,-11,123,2021-08-27 14:04:08
1191,8,-11,123,2021-08-27 14:05:09
1192,8,-11,123,2021-08-27 14:06:09
1193,8,-11,123,2021-08-27 14:07:09
1194,7,-11,123,2021-08-27 14:08:09
1195,7,-11,123,2021-08-27 14:09:09
1196,8,-11,123,2021-08-27 14:10:09
1197,7,-11,123,2021-08-27 14:11:09
1198,7,-11,123,2021-08-27 14:12:09
1199,8,-11,123,2021-08-27 14:13:10
1200,8,-11,123,2021-08-27 14:14:10
1201,7,-11,123,2021-08-27 14:15:10
1202,9,-11,123,2021-08-27 14:16:10
1203,7,-11,123,2021-08-27 14:17:10
1204,8,-11,123,2021-08-27 14:18:10
1205,8,-11,123,2021-08-27 14:19:10
1206,8,-11,123,2021-08-27 14:20:10
1207,7,-11,123,2021-08-27 14:21:11
1208,7,-11,123,2021-08-27 14:22:11
1209,7,-11,123,2021-08-27 14:23:11
1210,8,-11,123,2021-08-27 14:24:11
1211,7,-11,123,2021-08-27 14:25:11
1212,7,-11,123,2021-08-27 14:26:11
1213,8,-11,123,2021-08-27 14:27:11
1214,8,-11,123,2021-08-27 14:28:11
1215,8,-11,123,2021-08-27 14:29:12
1216,7,-11,123,2021-08-27 14:30:12
1217,9,-11,123,2021-08-27 14:31:12
1218,7,-11,123,2021-08-27 14:32:12
1219,8,-11,123,2021-08-27 14:33:12
1220,7,-11,123,2021-08-27 14:34:12
1221,7,-11,123,2021-08-27 14:35:13
1222,7,-11,123,2021-08-27 14:36:13
1223,7,-11,123,2021-08-27 14:37:13
1224,8,-11,123,2021-08-27 14:38:13
1225,8,-11,123,2021-08-27 14:39:13
1226,8,-11,123,2021-08-27 14:40:13
1227,7,-11,123,2021-08-27 14:41:13
1228,8,-11,123,2021-08-27 14:42:14
1229,8,-11,123,2021-08-27 14:43:14
1230,8,-11,123,2021-08-27 14:44:14
1231,8,-11,123,2021-08-27 14:45:14
1232,8,-11,123,2021-08-27 14:46:14
1233,8,-11,123,2021-08-27 14:47:14
1234,8,-11,123,2021-08-27 14:48:14
1235,7,-11,123,2021-08-27 14:49:14
1236,8,-11,123,2021-08-27 14:50:15
1237,8,-11,123,2021-08-27 14:51:15
1238,7,-11,123,2021-08-27 14:52:15
1239,8,-11,123,2021-08-27 14:53:15
1240,7,-11,123,2021-08-27 14:54:15
1241,7,-11,123,2021-08-27 14:55:15
1242,7,-11,123,2021-08-27 14:56:15
1243,7,-11,123,2021-08-27 14:57:15
1244,7,-11,123,2021-08-27 14:58:16
1245,8,-11,123,2021-08-27 14:59:16
1246,8,-11,123,2021-08-27 15:00:16
1247,8,-11,123,2021-08-27 15:01:16
1248,7,-11,123,2021-08-27 15:02:16
1249,8,-11,123,2021-08-27 15:03:17
1250,8,-11,123,2021-08-27 15:04:17
1251,8,-11,123,2021-08-27 15:05:16
1252,7,-11,123,2021-08-27 15:06:17
1253,7,-11,123,2021-08-27 15:07:17
1254,7,-11,123,2021-08-27 15:08:17
